Date,Open,High,Low,Close,Volume,Company
24/11/14,73.540001,78.269997,73.349998,77.699997,25760300,Google
17/11/14,74.879997,75.660004,72.510002,73.75,23408600,Google
10/11/14,75.360001,75.480003,73.540001,74.879997,22550500,Google
03/11/14,75.470001,76.800003,73.650002,75.599998,31624600,Google
27/10/14,80.739998,81.160004,72.900002,74.989998,67089200,Google
20/10/14,75.599998,80.82,75.379997,80.669998,35213100,Google
13/10/14,73.230003,76,70.32,75.949997,57127200,Google
06/10/14,77.190002,77.949997,72.760002,72.910004,33731000,Google
29/09/14,78.120003,79.709999,75.639999,77.440002,36969600,Google
22/09/14,77,78.940002,75.949997,78.790001,33172000,Google
15/09/14,77.150002,78.300003,73.07,77.910004,43163200,Google
08/09/14,77.260002,78.360001,76.199997,77.480003,29187400,Google
02/09/14,75.010002,77.480003,74.82,77.260002,30880000,Google
25/08/14,74.940002,75.989998,73.730003,74.82,25647600,Google
18/08/14,74,75.580002,73.57,74.57,22913800,Google
11/08/14,73.459999,74.650002,72.220001,73.629997,28465900,Google
04/08/14,72.360001,74,71.790001,73.059998,32418400,Google
28/07/14,75.169998,75.5,71.550003,72.360001,41485800,Google
21/07/14,68.809998,76.739998,68.5,75.190002,67691400,Google
14/07/14,67.129997,68.459999,66.040001,68.419998,38597600,Google
07/07/14,66.300003,66.589996,62.209999,66.339996,46547400,Google
30/06/14,67.459999,68.440002,65.760002,66.290001,31885800,Google
23/06/14,64.32,68,64.220001,67.599998,46075600,Google
16/06/14,64.160004,65.75,63.349998,64.5,35008400,Google
09/06/14,62.400002,66.470001,61.790001,64.5,47242900,Google
02/06/14,63.23,64.360001,62.049999,62.5,38894400,Google
27/05/14,61.619999,64.300003,61.57,63.299999,47857600,Google
19/05/14,57.889999,61.48,57.57,61.349998,49690200,Google
12/05/14,57.98,60.889999,57.310001,58.02,49855200,Google
05/05/14,59.669998,61.349998,56.259998,57.240002,58876000,Google
28/04/14,58.049999,62.279999,54.66,60.459999,79205200,Google
21/04/14,59.459999,63.650002,57.57,57.709999,89766200,Google
14/04/14,60.09,60.580002,55.880001,58.939999,86940500,Google
07/04/14,55.900002,63.18,55.439999,58.529999,98795800,Google
31/03/14,60.779999,63.91,56.32,56.75,77530400,Google
24/03/14,67.190002,67.360001,57.98,60.009998,86337500,Google
17/03/14,68.18,69.599998,66.18,67.239998,48288700,Google
10/03/14,70.769997,72.589996,67.459999,67.720001,54187600,Google
03/03/14,66.959999,71.970001,66.510002,69.800003,51671700,Google
24/02/14,68.739998,71.440002,67.379997,68.459999,58491400,Google
18/02/14,66.940002,70.110001,65.730003,68.589996,76939500,Google
10/02/14,64.300003,67.580002,63.349998,67.089996,47046000,Google
03/02/14,63.029999,64.57,60.700001,64.32,55065600,Google
27/01/14,54.73,63.369999,51.849998,62.57,90616800,Google
21/01/14,56.599998,59.310001,54.400002,54.450001,53293600,Google
13/01/14,57.91,58.57,55.380001,56.299999,41913700,Google
06/01/14,54.419998,58.959999,54.049999,57.939999,67489000,Google
30/12/13,54.93,55.650002,53.43,54.560001,48206200,Google
23/12/13,55.5,58.580002,55.25,55.439999,65120400,Google
16/12/13,53.25,55.889999,52.91,55.119999,113890000,Google
09/12/13,48.09,53.5,47.740002,53.32,69135000,Google
02/12/13,46.900002,49.389999,46.259998,47.939999,46108600,Google
25/11/13,46.360001,47.209999,43.549999,47.009998,58131900,Google
18/11/13,48.470001,48.84,45.720001,46.23,58175200,Google
11/11/13,47.040001,49.57,45.73,49.009998,69184200,Google
04/11/13,49.369999,50.450001,47.25,47.529999,78590800,Google
28/10/13,51.540001,52.09,46.5,49.75,129306000,Google
21/10/13,54.68,54.810001,51.130001,51.950001,58101200,Google
14/10/13,48.310001,54.830002,47.91,54.220001,74881600,Google
07/10/13,50.73,51.290001,45.259998,49.110001,99756800,Google
30/09/13,50.139999,51.599998,49.060001,51.040001,83507000,Google
23/09/13,47.279999,51.279999,46.290001,51.240002,95880600,Google
16/09/13,44.849998,47.599998,42.43,47.490002,84231300,Google
09/09/13,44.360001,45.619999,43.110001,44.310001,64700100,Google
03/09/13,41.84,44.610001,41.439999,43.950001,64731900,Google
26/08/13,40.900002,42.259998,39.419998,41.290001,70162800,Google
19/08/13,37.43,40.630001,37.139999,40.549999,54019000,Google
12/08/13,38.200001,38.5,36.02,37.080002,49465200,Google
05/08/13,38.43,39.32,37.700001,38.5,59526700,Google
29/07/13,34.07,38.490002,34.009998,38.049999,126451000,Google
22/07/13,25.99,34.880001,25.719999,34.009998,127974000,Google
15/07/13,25.93,26.780001,25.6,25.879999,29583300,Google
08/07/13,24.469999,26,24.42,25.91,25497900,Google
01/07/13,24.969999,25.059999,24.15,24.370001,17402500,Google
24/06/13,23.950001,24.98,23.379999,24.879999,45340500,Google
17/06/13,23.91,25.190001,23.65,24.530001,38152700,Google
10/06/13,24.059999,24.6,23.26,23.629999,35318200,Google
03/06/13,24.27,24.32,22.67,23.290001,38854800,Google
28/05/13,24.540001,24.950001,23.26,24.35,52743900,Google
20/05/13,26.18,26.190001,24.08,24.309999,42073900,Google
13/05/13,26.6,27.33,25.9,26.25,29852100,Google
06/05/13,28.33,28.459999,26.57,26.68,36831500,Google
29/04/13,27.16,29.07,26.860001,28.309999,58555500,Google
22/04/13,25.809999,27.620001,25.700001,26.85,24155400,Google
15/04/13,27.16,27.48,25.15,25.73,28704300,Google
08/04/13,27.190001,28.1,26.42,27.4,31316400,Google
01/04/13,25.629999,27.799999,25.280001,27.389999,50436200,Google
25/03/13,25.75,26.280001,24.719999,25.58,36759800,Google
18/03/13,26.370001,26.9,25.559999,25.73,27741300,Google
11/03/13,28.01,28.639999,26.559999,26.65,32415000,Google
04/03/13,27.76,28.68,27.209999,27.959999,45058900,Google
25/02/13,27.16,28.120001,26.34,27.780001,49535200,Google
19/02/13,28.23,29.08,26.82,27.129999,44371700,Google
11/02/13,28.610001,28.75,27.1,28.32,49949900,Google
04/02/13,29.059999,29.290001,28.01,28.549999,50187000,Google
28/01/13,31.879999,32.509998,28.74,29.73,99388500,Google
22/01/13,29.75,31.93,29.74,31.540001,50587900,Google
14/01/13,32.080002,32.209999,29.27,29.66,87471200,Google
07/01/13,28.690001,31.959999,28.65,31.719999,83871000,Google
31/12/12,26.200001,28.93,26.110001,28.76,66519200,Google
24/12/12,26.5,27.18,25.15,25.91,40365500,Google
17/12/12,26.77,28.219999,26.120001,26.26,53955100,Google
10/12/12,27.17,28.75,26.76,26.809999,69419000,Google
03/12/12,28,28.879999,26.68,27.49,70625000,Google
26/11/12,24.940001,28,24.809999,28,94928100,Google
19/11/12,23.959999,24.68,22.700001,24,62764900,Google
12/11/12,19.15,23.93,18.870001,23.559999,110983000,Google
05/11/12,21.1,21.48,19.129999,19.209999,34163200,Google
31/10/12,20.82,21.690001,20.73,21.18,58478800,Google
22/10/12,19.200001,24.25,19.049999,21.940001,97819200,Google
15/10/12,19.68,20.48,18.799999,19,34618200,Google
08/10/12,20.4,20.75,19.450001,19.52,27869400,Google
01/10/12,22.08,22.59,20.879999,20.91,40005100,Google
24/09/12,21.780001,21.98,19.799999,21.66,51874400,Google
17/09/12,22.67,23.370001,21.370001,22.860001,54935500,Google
10/09/12,19.059999,22.08,18.549999,22,66950200,Google
04/09/12,18.08,19.42,17.549999,18.98,47460600,Google
27/08/12,19.49,19.530001,18.030001,18.059999,30331400,Google
20/08/12,19.049999,20.129999,18.75,19.41,56831000,Google
13/08/12,22.15,22.450001,19,19.049999,79800300,Google
06/08/12,21.389999,22.450001,20.219999,21.809999,27100900,Google
30/07/12,24,24.040001,19.82,21.09,53418200,Google
23/07/12,28.120001,29.49,22.280001,23.709999,45772000,Google
16/07/12,30.5,30.5,27.15,28.76,19501300,Google
09/07/12,32.099998,32.880001,30.549999,30.719999,12898800,Google
02/07/12,31.25,31.9,30.549999,31.73,10965800,Google
25/06/12,32.860001,33.439999,30.76,31.1,23003900,Google
18/06/12,29.959999,33.450001,29.41,33.049999,37218100,Google
11/06/12,27.18,30.1,26.84,30.01,24311600,Google
04/06/12,27.200001,27.76,25.52,27.1,40677200,Google
29/05/12,31.48,31.690001,26.83,27.719999,72206500,Google
21/05/12,36.529999,36.66,30.940001,31.91,86193200,Google
18/05/12,42.049999,45,38,38.23,573576400,Google
31/05/16,731.73999,739.72998,730.659973,734.150024,1685300,Facebook
23/05/16,706.530029,733.935974,704.179993,732.659973,1677400,Facebook
16/05/16,709.130005,721.52002,696.799988,709.73999,1710200,Facebook
09/05/16,712,724.47998,709,710.830017,1485200,Facebook
02/05/16,697.630005,711.859985,689.01001,711.119995,1673400,Facebook
25/04/16,716.099976,725.765991,689,693.01001,2620900,Facebook
18/04/16,760.460022,769.900024,713.609985,718.77002,2758100,Facebook
11/04/16,743.02002,761,731.01001,759,1440000,Facebook
04/04/16,750.059998,752.799988,735.369995,739.150024,1205900,Facebook
28/03/16,736.789978,757.880005,728.76001,749.909973,1654000,Facebook
21/03/16,736.5,745.719971,731,735.299988,1520700,Facebook
14/03/16,726.809998,743.070007,724.51001,737.599976,1932500,Facebook
07/03/16,706.900024,726.919983,685.340027,726.820007,2252100,Facebook
29/02/16,700.320007,720,697.679993,710.890015,1996000,Facebook
22/02/16,707.450012,713.429993,680.780029,705.070007,1955200,Facebook
16/02/16,692.97998,712.349976,685.049988,700.909973,2112800,Facebook
08/02/16,667.849976,701.309998,663.059998,682.400024,3131900,Facebook
01/02/16,750.460022,789.869995,680.150024,683.570007,5586500,Facebook
25/01/16,723.580017,744.98999,694.390015,742.950012,2277600,Facebook
19/01/16,703.299988,728.130005,673.26001,725.25,2534200,Facebook
11/01/16,716.609985,734.73999,685.369995,694.450012,2487000,Facebook
04/01/16,743,752,713,714.469971,2517000,Facebook
28/12/15,752.919983,779.97998,749.52002,758.880005,1515800,Facebook
21/12/15,746.130005,754.849976,740,748.400024,1246000,Facebook
14/12/15,741.789978,762.679993,724.169983,739.309998,2354800,Facebook
07/12/15,767.77002,768.72998,736.75,738.869995,2110200,Facebook
30/11/15,748.809998,775.955017,741.27002,766.809998,2362100,Facebook
23/11/15,757.450012,762.708008,737.630005,750.26001,1427000,Facebook
16/11/15,715.599976,757.919983,711.330017,756.599976,1728100,Facebook
09/11/15,730.200012,741,716.72998,717,1791300,Facebook
02/11/15,711.059998,739.47998,705.849976,733.76001,1706300,Facebook
26/10/15,701.549988,719.150024,701.26001,710.809998,2101200,Facebook
19/10/15,661.179993,730,641.72998,702,3296600,Facebook
12/10/15,642.090027,664.969971,639.01001,662.200012,1599000,Facebook
05/10/15,632,650.609009,625.559998,643.609985,1978600,Facebook
28/09/15,610.340027,627.340027,589.380005,626.909973,2480600,Facebook
21/09/15,634.400024,636.48999,611,611.969971,2047200,Facebook
14/09/15,625.700012,650.900024,619.429993,629.25,2496200,Facebook
08/09/15,612.48999,626.52002,604.119995,625.77002,1815100,Facebook
31/08/15,627.539978,635.799988,594.099976,600.700012,2460600,Facebook
24/08/15,573,643.590027,565.049988,630.380005,3802800,Facebook
17/08/15,656.799988,667,612.330017,612.47998,2351900,Facebook
10/08/15,639.47998,674.900024,631.249023,657.119995,2531500,Facebook
03/08/15,625.340027,647.859985,625.340027,635.299988,1621200,Facebook
27/07/15,621,635.219971,620.5,625.609985,1831600,Facebook
20/07/15,659.23999,678.640015,622.52002,623.559998,3964400,Facebook
13/07/15,532.880005,674.468018,532.400024,672.929993,4633600,Facebook
06/07/15,519.5,532.559998,515.179993,530.130005,1594100,Facebook
29/06/15,525.01001,528.609985,518.22998,523.400024,1837900,Facebook
22/06/15,539.590027,543.73999,531.349976,531.690002,1435800,Facebook
15/06/15,528,538.25,524,536.690002,1545000,Facebook
08/06/15,533.309998,538.97998,523.01001,532.330017,1392800,Facebook
01/06/15,536.789978,543.5,529.76001,533.330017,1658800,Facebook
26/05/15,538.119995,540.609985,529.880005,532.109985,1889600,Facebook
18/05/15,532.01001,544.190002,528.849976,540.109985,1608000,Facebook
11/05/15,538.369995,541.97998,525.26001,533.849976,1433400,Facebook
04/05/15,538.530029,544.070007,521.085022,538.219971,1466400,Facebook
27/04/15,563.390015,565.950012,532.099976,537.900024,1887600,Facebook
20/04/15,525.602356,571.142578,524.50238,565.062561,2846900,Facebook
13/04/15,538.412476,544.062439,521.01239,524.052368,2003900,Facebook
06/04/15,532.222412,543.852478,529.572388,540.01239,1354500,Facebook
30/03/15,551.622498,554.712524,533.849365,535.53241,1638700,Facebook
23/03/15,560.432556,574.59259,548.132446,548.342529,1969800,Facebook
16/03/15,550.952515,561.722534,546.002502,560.362549,1878900,Facebook
09/03/15,566.862549,570.272583,544.222473,547.32251,1553600,Facebook
02/03/15,560.532532,577.912598,558.752502,567.687561,1751900,Facebook
23/02/15,536.052368,564.712524,528.25238,558.402527,1802000,Facebook
17/02/15,546.832458,550.002441,535.802429,538.952454,1375800,Facebook
09/02/15,528.00238,549.912476,526.0224,549.012512,1583100,Facebook
02/02/15,531.732361,537.202393,518.552368,531.002441,2033000,Facebook
26/01/15,538.532471,539.872437,501.202271,534.522461,2984800,Facebook
20/01/15,511.002319,542.172424,506.01828,539.952454,2364800,Facebook
12/01/15,494.942261,508.192291,487.562195,508.082275,2385300,Facebook
05/01/15,523.26239,524.332397,491.002197,496.172241,2489900,Facebook
29/12/14,532.192383,535.482422,524.102417,524.812378,1492600,Facebook
22/12/14,516.082336,534.562439,516.082336,534.03241,1666900,Facebook
15/12/14,522.742371,523.102417,489.002228,516.352295,3255500,Facebook
08/12/14,527.132385,536.332397,518.662354,518.662354,1903600,Facebook
01/12/14,538.902466,541.412415,524.28241,525.26239,1775500,Facebook
24/11/14,537.652405,543.982483,535.622437,541.832458,1541800,Facebook
17/11/14,543.582458,543.792419,530.082397,537.502441,1773600,Facebook
10/11/14,541.462463,551.942444,541.022461,544.402466,1171700,Facebook
03/11/14,555.502502,557.902527,538.672424,541.012451,1525100,Facebook
27/10/14,537.032471,559.57251,537.032471,559.08252,1543400,Facebook
20/10/14,509.452332,547.222473,508.102295,539.78241,2436900,Facebook
13/10/14,544.992432,549.502502,508.532318,511.172302,3554200,Facebook
06/10/14,578.802612,581.002625,544.05249,544.492493,2144600,Facebook
29/09/14,571.752625,579.852661,563.322571,575.282593,1333900,Facebook
22/09/14,593.822693,593.95166,574.182617,577.1026,1651700,Facebook
15/09/14,572.942566,596.482727,568.212585,596.082703,1990300,Facebook
08/09/14,586.602661,591.772644,574.462585,575.622559,1303600,Facebook
02/09/14,571.8526,586.552673,571.192566,586.082642,1470900,Facebook
25/08/14,584.722595,585.002625,567.071533,571.6026,1416100,Facebook
18/08/14,576.11261,587.342651,576.002625,582.562622,1000600,Facebook
11/08/14,569.992615,579.382568,560.882507,573.482605,1340000,Facebook
04/08/14,569.042603,575.3526,560.002563,568.772583,1383600,Facebook
28/07/14,588.072693,592.502686,562.852539,566.07251,1482100,Facebook
21/07/14,591.752686,599.65271,585.235596,589.022705,1392300,Facebook
14/07/14,582.6026,596.802673,568.61261,595.082703,2380900,Facebook
07/07/14,583.762634,586.432617,565.012573,579.182617,1413800,Facebook
30/06/14,578.662598,585.442688,574.752563,584.732666,1133000,Facebook
23/06/14,555.152527,582.452637,554.252502,577.242615,1938400,Facebook
16/06/14,549.262512,557.58252,539.332458,556.362488,2370700,Facebook
09/06/14,557.152527,563.602539,545.5625,551.762451,1319600,Facebook
02/06/14,560.702515,560.902527,538.752441,556.33252,1708700,Facebook
27/05/14,556.002502,567.84259,554.352539,559.892578,1720300,Facebook
19/05/14,519.702393,553.642517,517.585388,552.702515,1561300,Facebook
12/05/14,523.51239,536.072388,515.442322,520.632385,1589400,Facebook
05/05/14,524.822388,528.902405,503.302277,518.732361,2079600,Facebook
28/04/14,517.182373,534.00238,502.802277,527.932434,2275900,Facebook
21/04/14,536.102417,537.232483,515.422363,516.182373,2193500,Facebook
14/04/14,538.252441,557.002502,518.462341,536.102417,4533100,Facebook
07/04/14,540.742432,565.372559,526.53241,530.602417,3769000,Facebook
31/03/14,566.892578,604.832764,543.002502,543.142456,2326800,Facebook
24/03/14,1184.192017,1184.9021,552.922546,559.992554,3233700,Facebook
17/03/14,1179.252075,1211.992065,1178.112061,1183.041992,4208900,Facebook
10/03/14,1215.692017,1217.64209,1172.531982,1172.802124,3826700,Facebook
03/03/14,1206.752075,1226.992065,1192.141968,1214.792114,3047600,Facebook
24/02/14,1205.362061,1228.88208,1205.102051,1215.6521,3480400,Facebook
18/02/14,1201.411987,1212.87207,1197.502075,1203.792114,3902300,Facebook
10/02/14,1171.802002,1204.391968,1169.021973,1202.802124,3911900,Facebook
03/02/14,1179.202026,1181.722046,1128.021973,1177.442017,5764700,Facebook
27/01/14,1126.101929,1186.541992,1082.271851,1180.972046,7869800,Facebook
21/01/14,1160.932007,1167.891968,1123.001831,1123.831909,4713900,Facebook
13/01/14,1126.471924,1160.631958,1117.171875,1150.531982,4511500,Facebook
06/01/14,1113.011963,1147.322021,1106.441895,1130.181885,4333000,Facebook
30/12/13,1120.341919,1121.001953,1104.931885,1105.001953,3052300,Facebook
23/12/13,1107.841797,1120.28186,1105.121826,1118.401978,2691600,Facebook
16/12/13,1064.001831,1101.171875,1059.04187,1100.621826,4125400,Facebook
09/12/13,1070.991821,1092.31189,1057.891846,1060.791748,3535900,Facebook
02/12/13,1063.511841,1070.001831,1049.021729,1069.871826,2731400,Facebook
25/11/13,1037.161743,1068.001831,1035.021851,1059.591797,3119300,Facebook
18/11/13,1035.751709,1048.741821,1020.361755,1031.891724,2489600,Facebook
11/11/13,1009.511719,1039.751831,1005.001709,1033.561768,2550600,Facebook
04/11/13,1031.501709,1032.371826,1007.641724,1016.031738,2490500,Facebook
28/10/13,1015.201721,1041.521851,1012.991699,1027.041748,2814800,Facebook
21/10/13,1011.461731,1040.571777,995.791687,1015.201721,5067900,Facebook
14/10/13,866.661499,1015.461731,865.391541,1011.411682,8297300,Facebook
07/10/13,867.451538,873.991516,842.981445,871.991516,3835300,Facebook
30/09/13,869.081482,894.101562,868.311462,872.351501,3363400,Facebook
23/09/13,896.151489,901.591553,871.311523,876.391541,2983800,Facebook
16/09/13,896.201538,905.991577,881.001526,903.111511,4205100,Facebook
09/09/13,883.731506,897.901489,882.421509,889.071533,2631100,Facebook
03/09/13,854.36145,883.781494,853.951416,879.581482,3483700,Facebook
26/08/13,870.001526,874.90155,845.561462,846.901489,2993700,Facebook
19/08/13,857.711426,878.001465,857.451477,870.211548,2709300,Facebook
12/08/13,886.901489,888.501526,856.541504,856.911438,3381800,Facebook
05/08/13,905.391541,909.711548,885.291565,890.411499,2813000,Facebook
29/07/13,884.90155,907.001526,880.871521,906.571533,3883700,Facebook
22/07/13,902.001526,913.001587,882.001526,885.351501,4740000,Facebook
15/07/13,924.301575,928.001587,875.611511,896.601562,6601900,Facebook
08/07/13,899.211548,923.001587,897.081543,923.001587,4340000,Facebook
01/07/13,886.451538,895.41156,877.271545,893.491577,3194400,Facebook
24/06/13,871.881531,884.691528,863.251526,880.37146,4688300,Facebook
17/06/13,879.231506,910.841614,873.071533,880.931519,5855100,Facebook
10/06/13,882.101501,891.001526,865.501465,875.041504,4261800,Facebook
03/06/13,873.001465,880.001526,847.221436,879.731506,4699300,Facebook
28/05/13,883.501526,892.141541,864.291443,871.221497,4196100,Facebook
20/05/13,905.001526,920.601562,871.011536,873.321472,4572200,Facebook
13/05/13,878.891541,919.981567,873.381531,909.18158,5225500,Facebook
06/05/13,848.261475,880.541504,848.261475,880.231506,4282600,Facebook
29/04/13,803.251404,846.801453,803.001404,845.721497,4253100,Facebook
22/04/13,800.601379,818.001404,775.001343,801.421387,4610900,Facebook
15/04/13,785.951355,803.441406,761.261292,799.871338,6166000,Facebook
08/04/13,778.751343,793.101379,768.401306,790.051331,4269100,Facebook
01/04/13,795.011414,814.831421,776.401306,783.051392,4604600,Facebook
25/03/13,812.411438,819.231384,793.301392,794.191345,3691100,Facebook
18/03/13,805.001404,819.251404,801.471375,810.311401,3358800,Facebook
11/03/13,831.691467,839.701416,813.341431,814.301392,4012900,Facebook
04/03/13,805.301331,844.001404,805.001404,831.521423,5884800,Facebook
25/02/13,802.301392,808.411377,784.401306,806.191406,4405800,Facebook
19/02/13,795.991394,808.971375,791.221375,799.711365,5649100,Facebook
11/02/13,778.401367,793.261353,773.751282,792.891357,3890400,Facebook
04/02/13,767.691284,786.671326,758.271301,785.371399,5159000,Facebook
28/01/13,751.761292,776.601379,746.541321,775.601318,4210600,Facebook
22/01/13,704.661194,758.481323,695.521179,753.671265,7683600,Facebook
14/01/13,737.001282,742.201294,701.331177,704.51123,5722600,Facebook
07/01/13,735.451294,745.001221,724.431213,739.991272,3403500,Facebook
31/12/12,700.001221,741.471252,696.00116,737.971252,4828100,Facebook
24/12/12,714.51123,715.181213,698.611206,700.01123,2545700,Facebook
17/12/12,705.501221,729.101257,704.021179,715.631226,5276300,Facebook
10/12/12,685.391174,716.471191,683.791199,701.961182,4840100,Facebook
03/12/12,702.241211,705.891235,682.331116,684.211182,3785300,Facebook
26/11/12,666.441162,699.221191,658.001099,698.371155,5498600,Facebook
19/11/12,655.701111,678.00116,655.531128,667.97113,3759700,Facebook
12/11/12,663.751099,669.801147,636.001099,647.181091,3997000,Facebook
05/11/12,684.50116,686.861206,650.301147,663.031128,4481400,Facebook
31/10/12,679.861145,695.551208,675.00116,687.921204,3955600,Facebook
22/10/12,681.011169,687.331177,669.701111,675.151184,5548800,Facebook
15/10/12,741.941284,759.421265,672.00116,681.791138,12564700,Facebook
08/10/12,761.001343,763.581299,738.29126,744.751282,4733500,Facebook
01/10/12,759.05127,774.381348,750.271301,767.651306,5362500,Facebook
24/09/12,731.001282,764.891296,730.251282,754.501282,8836800,Facebook
17/09/12,708.111206,734.921204,705.001221,733.991272,6399700,Facebook
10/09/12,709.761169,713.001221,680.881165,709.681274,4959800,Facebook
04/09/12,684.551147,712.251221,673.50116,706.151184,4955500,Facebook
27/08/12,662.99115,688.99115,659.24115,685.091125,4583600,Facebook
20/08/12,675.50116,680.601196,662.171082,678.631165,3653600,Facebook
13/08/12,647.421143,677.25116,646.681091,677.141174,5314000,Facebook
06/08/12,639.611145,649.381165,636.131104,642.001099,3047700,Facebook
30/07/12,636.051086,643.721069,623.411072,641.331116,3923200,Facebook
23/07/12,600.481018,635.001038,598.251038,634.961121,5070400,Facebook
16/07/12,576.371033,612.94104,568.401001,610.821045,6355300,Facebook
09/07/12,584.950989,592.43103,562.091003,576.520996,4586300,Facebook
02/07/12,581.820984,600.061035,576.501038,585.981018,3690000,Facebook
25/06/12,567.330933,580.130981,557.210938,580.070984,3639300,Facebook
18/06/12,562.620972,584.281006,559.250977,571.480957,4480200,Facebook
11/06/12,584.21106,585.320984,556.520996,564.510986,5293900,Facebook
04/06/12,570.220947,587.891052,566.471008,580.450989,4029800,Facebook
